date,spx,dhoust,year_month.x,ip,year_month.y,nai,year_month,nfci,year_week,Rvol22,vix,vrp
1993-11-08,0.1391602567291983,-1.1560822401076365,1993-11-01,0.46604314174469863,1993-11-01,0.46604314174469863,1993-11-01,-0.96380999999999994,1993-11-08,0.2659280633401431,0.9014452681270069,0.6355172047868638
1993-11-09,0.026070785310228217,-1.1560822401076365,1993-11-01,0.46604314174469863,1993-11-01,0.46604314174469863,1993-11-01,-0.96380999999999994,1993-11-08,0.2632129332840364,0.8781374589581045,0.6149245256740681
1993-11-10,0.7337328613935767,-1.1560822401076365,1993-11-01,0.46604314174469863,1993-11-01,0.46604314174469863,1993-11-01,-0.96380999999999994,1993-11-08,0.286987875734926,0.864278761614433,0.5772908858795069
1993-11-11,-0.23316776860937694,-1.1560822401076365,1993-11-01,0.46604314174469863,1993-11-01,0.46604314174469863,1993-11-01,-0.96380999999999994,1993-11-08,0.2893359263558045,0.8743578142280123,0.5850218878722078
1993-11-12,0.5926549702800266,-1.1560822401076365,1993-11-01,0.46604314174469863,1993-11-01,0.46604314174469863,1993-11-01,-0.96380999999999994,1993-11-08,0.3050089666155485,0.8397110708688331,0.5347021042532847
1993-11-15,-0.35301820537361195,-1.1560822401076365,1993-11-01,0.46604314174469863,1993-11-01,0.46604314174469863,1993-11-01,-0.95547,1993-11-15,0.2505100366049629,0.9108943799522377,0.6603843433472747
1993-11-16,0.6426722099887705,-1.1560822401076365,1993-11-01,0.46604314174469863,1993-11-01,0.46604314174469863,1993-11-01,-0.95547,1993-11-15,0.2544994520058881,0.9518405311949039,0.6973410791890158
1993-11-17,-0.41436203881524136,-1.1560822401076365,1993-11-01,0.46604314174469863,1993-11-01,0.46604314174469863,1993-11-01,-0.95547,1993-11-15,0.26002532194631334,0.9808178074589446,0.7207924855126313
1993-11-18,-0.2563475244526714,-1.1560822401076365,1993-11-01,0.46604314174469863,1993-11-01,0.46604314174469863,1993-11-01,-0.95547,1993-11-15,0.25256907047489335,0.9228632549308631,0.6702941844559698
1993-11-19,-0.2202477621345622,-1.1560822401076365,1993-11-01,0.46604314174469863,1993-11-01,0.46604314174469863,1993-11-01,-0.95547,1993-11-15,0.25473303629320276,0.9468010048881141,0.6920679685949114
1993-11-22,-0.7529357516388835,-1.1560822401076365,1993-11-01,0.46604314174469863,1993-11-01,0.46604314174469863,1993-11-01,-0.9559,1993-11-22,0.27944524762192036,1.001605853474452,0.7221606058525317
1993-11-23,0.4129709381036406,-1.1560822401076365,1993-11-01,0.46604314174469863,1993-11-01,0.46604314174469863,1993-11-01,-0.9559,1993-11-22,0.27798761815487416,0.898925504973612,0.6209378868187378
1993-11-24,0.2880661351658098,-1.1560822401076365,1993-11-01,0.46604314174469863,1993-11-01,0.46604314174469863,1993-11-01,-0.9559,1993-11-22,0.2799313252592772,0.8510500050591099,0.5711186797998327
1993-11-26,0.15128550201444213,-1.1560822401076365,1993-11-01,0.46604314174469863,1993-11-01,0.46604314174469863,1993-11-01,-0.9559,1993-11-22,0.28095057749084723,0.8674284655561764,0.5864778880653292
1993-11-29,-0.25082265572224927,-1.1560822401076365,1993-11-01,0.46604314174469863,1993-11-01,0.46604314174469863,1993-11-01,-0.96428,1993-11-29,0.2836077233684799,0.8894763931483813,0.6058686697799014
1993-11-30,-0.02381426672641851,-1.1560822401076365,1993-11-01,0.46604314174469863,1993-11-01,0.46604314174469863,1993-11-01,-0.96428,1993-11-29,0.2632720680905334,0.8667985247678277,0.6035264566772943
1993-12-01,0.021653819026568044,10.804586037852548,1993-12-01,0.5760230967102764,1993-12-01,0.5760230967102764,1993-12-01,-0.96428,1993-11-29,0.26327261839416605,0.8712081102862688,0.6079354918921027
1993-12-02,0.2637774502409762,10.804586037852548,1993-12-01,0.5760230967102764,1993-12-01,0.5760230967102764,1993-12-01,-0.96428,1993-11-29,0.2630945293108412,0.8510500050591099,0.5879554757482687
1993-12-03,0.3836276256595106,10.804586037852548,1993-12-01,0.5760230967102764,1993-12-01,0.5760230967102764,1993-12-01,-0.96428,1993-11-29,0.26888302750509596,0.7993948604145155,0.5305118329094195
1993-12-06,0.33070897013116607,10.804586037852548,1993-12-01,0.5760230967102764,1993-12-01,0.5760230967102764,1993-12-01,-0.97823,1993-12-06,0.2122913783776608,0.8088439722397462,0.5965525938620855
1993-12-07,0.07072879321396996,10.804586037852548,1993-12-01,0.5760230967102764,1993-12-01,0.5760230967102764,1993-12-01,-0.97823,1993-12-06,0.14689806684844545,0.7817565183407517,0.6348584514923062
1993-12-08,-0.10074508979833752,10.804586037852548,1993-12-01,0.5760230967102764,1993-12-01,0.5760230967102764,1993-12-01,-0.97823,1993-12-06,0.13800584820789819,0.7849062222824952,0.646900374074597
1993-12-09,-0.4535384509617657,10.804586037852548,1993-12-01,0.5760230967102764,1993-12-01,0.5760230967102764,1993-12-01,-0.97823,1993-12-06,0.1464754640918919,0.783016399917449,0.636540935825557
1993-12-10,-0.05387292666121368,10.804586037852548,1993-12-01,0.5760230967102764,1993-12-01,0.5760230967102764,1993-12-01,-0.97823,1993-12-06,0.14657649165463518,0.7937253933193771,0.6471489016647419
1993-12-13,0.3808012068012623,10.804586037852548,1993-12-01,0.5760230967102764,1993-12-01,0.5760230967102764,1993-12-01,-0.99508,1993-12-13,0.12869674834611208,0.6916749856068858,0.5629782372607737
1993-12-14,-0.5685044752034685,10.804586037852548,1993-12-01,0.5760230967102764,1993-12-01,0.5760230967102764,1993-12-01,-0.99508,1993-12-13,0.14091629971011643,0.7011240974321166,0.5602077977220001
1993-12-15,-0.2638128912288096,10.804586037852548,1993-12-01,0.5760230967102764,1993-12-01,0.5760230967102764,1993-12-01,-0.99508,1993-12-13,0.12811436006379298,0.6948246895486293,0.5667103294848364
1993-12-16,0.3242615117684089,10.804586037852548,1993-12-01,0.5760230967102764,1993-12-01,0.5760230967102764,1993-12-01,-0.99508,1993-12-13,0.12722907254966245,0.6866354593000962,0.5594063867504337
1993-12-17,0.6539645981701092,10.804586037852548,1993-12-01,0.5760230967102764,1993-12-01,0.5760230967102764,1993-12-01,-0.99508,1993-12-13,0.12789462373911437,0.6979743934903729,0.5700797697512585
1993-12-20,-0.11370564149384421,10.804586037852548,1993-12-01,0.5760230967102764,1993-12-01,0.5760230967102764,1993-12-01,-1.01197,1993-12-20,0.12067794527076905,0.6771863474748654,0.5565084022040964
1993-12-21,-0.11813737153270054,10.804586037852548,1993-12-01,0.5760230967102764,1993-12-01,0.5760230967102764,1993-12-01,-1.01197,1993-12-20,0.11832532641893462,0.6349803146555018,0.5166549882365672
1993-12-22,0.4331929767187326,10.804586037852548,1993-12-01,0.5760230967102764,1993-12-01,0.5760230967102764,1993-12-01,-1.01197,1993-12-20,0.12465019361680524,0.586474873952651,0.4618246803358457
1993-12-23,0.012837915761654273,10.804586037852548,1993-12-01,0.5760230967102764,1993-12-01,0.5760230967102764,1993-12-01,-1.01197,1993-12-20,0.09888894661612765,0.5971838673545791,0.4982949207384514
1993-12-27,0.6738348493639634,10.804586037852548,1993-12-01,0.5760230967102764,1993-12-01,0.5760230967102764,1993-12-01,-1.0265,1993-12-27,0.11177569245699831,0.6110425646982506,0.49926687224125227
1993-12-28,0.08497111343697128,10.804586037852548,1993-12-01,0.5760230967102764,1993-12-01,0.5760230967102764,1993-12-01,-1.0265,1993-12-27,0.1083319648156052,0.6186018541584353,0.5102698893428301
1993-12-29,-0.07647527864564907,10.804586037852548,1993-12-01,0.5760230967102764,1993-12-01,0.5760230967102764,1993-12-01,-1.0265,1993-12-27,0.10755747232124921,0.6589180646127528,0.5513605922915036
1993-12-30,-0.41310337402125086,10.804586037852548,1993-12-01,0.5760230967102764,1993-12-01,0.5760230967102764,1993-12-01,-1.0265,1993-12-27,0.11245485382143917,0.6734067027447731,0.5609518489233339
1993-12-31,-0.4684055953734223,10.804586037852548,1993-12-01,0.5760230967102764,1993-12-01,0.5760230967102764,1993-12-01,-1.0265,1993-12-27,0.12240197575223069,0.7345109592145982,0.6121089834623675
1994-01-03,-0.21676600892988063,-18.66361349717467,1994-01-01,0.3180024940002468,1994-01-01,0.3180024940002468,1994-01-01,-1.03763,1994-01-03,0.1245164582408195,0.791835570954331,0.6673191127135115
1994-01-04,0.31105169686087564,-18.66361349717467,1994-01-01,0.3180024940002468,1994-01-01,0.3180024940002468,1994-01-01,-1.03763,1994-01-03,0.1257516680073831,0.750259478923316,0.6245078109159329
1994-01-05,0.14125532032416288,-18.66361349717467,1994-01-01,0.3180024940002468,1994-01-01,0.3180024940002468,1994-01-01,-1.03763,1994-01-03,0.1199690730233253,0.6891552224534909,0.5691861494301657
1994-01-06,-0.09200959443562695,-18.66361349717467,1994-01-01,0.3180024940002468,1994-01-01,0.3180024940002468,1994-01-01,-1.03763,1994-01-03,0.1153825885934613,0.7099432684689985,0.5945606798755372
1994-01-07,0.5933720068701298,-18.66361349717467,1994-01-01,0.3180024940002468,1994-01-01,0.3180024940002468,1994-01-01,-1.03763,1994-01-03,0.13115930570016954,0.6904151040301885,0.5592557983300189
1994-01-10,1.136314711238473,-18.66361349717467,1994-01-01,0.3180024940002468,1994-01-01,0.3180024940002468,1994-01-01,-1.0443,1994-01-10,0.1893893761482831,0.6765564066865167,0.4871670305382336
1994-01-11,-0.24014842112363155,-18.66361349717467,1994-01-01,0.3180024940002468,1994-01-01,0.3180024940002468,1994-01-01,-1.0443,1994-01-10,0.18266092786043656,0.7112031500456958,0.5285422221852593
1994-01-12,0.008437835972685548,-18.66361349717467,1994-01-01,0.3180024940002468,1994-01-01,0.3180024940002468,1994-01-01,-1.0443,1994-01-10,0.1825322417172028,0.7338810184262495,0.5513487767090467
1994-01-13,-0.35916796298360865,-18.66361349717467,1994-01-01,0.3180024940002468,1994-01-01,0.3180024940002468,1994-01-01,-1.0443,1994-01-10,0.18180460837777085,0.7609684723252441,0.5791638639474732
1994-01-14,0.515106584953795,-18.66361349717467,1994-01-01,0.3180024940002468,1994-01-01,0.3180024940002468,1994-01-01,-1.0443,1994-01-10,0.17917449272033403,0.7023839790088139,0.5232094862884799
1994-01-17,-0.33959092623696563,-18.66361349717467,1994-01-01,0.3180024940002468,1994-01-01,0.3180024940002468,1994-01-01,-1.04409,1994-01-17,0.18125289070233297,0.7483696565582699,0.567116765855937
1994-01-18,0.20051972568202459,-18.66361349717467,1994-01-01,0.3180024940002468,1994-01-01,0.3180024940002468,1994-01-01,-1.04409,1994-01-17,0.1783011921738448,0.7326211368495521,0.5543199446757073
1994-01-19,0.010539876796933356,-18.66361349717467,1994-01-01,0.3180024940002468,1994-01-01,0.3180024940002468,1994-01-01,-1.04409,1994-01-17,0.15886671005307673,0.7408103670980853,0.5819436570450086
1994-01-20,0.14327134608080883,-18.66361349717467,1994-01-01,0.3180024940002468,1994-01-01,0.3180024940002468,1994-01-01,-1.04409,1994-01-17,0.15921206031218038,0.7030139197971627,0.5438018594849823
1994-01-21,-0.05475623948845154,-18.66361349717467,1994-01-01,0.3180024940002468,1994-01-01,0.3180024940002468,1994-01-01,-1.04409,1994-01-17,0.15871396063991952,0.6986043342787216,0.5398903736388021
1994-01-24,-0.5809732286695457,-18.66361349717467,1994-01-01,0.3180024940002468,1994-01-01,0.3180024940002468,1994-01-01,-1.03712,1994-01-24,0.16552640324684134,0.7307313144845059,0.5652049112376646
1994-01-25,-0.22271705467877823,-18.66361349717467,1994-01-01,0.3180024940002468,1994-01-01,0.3180024940002468,1994-01-01,-1.03712,1994-01-24,0.16777358844519072,0.7168726171408343,0.5490990286956435
1994-01-26,0.4829901647954493,-18.66361349717467,1994-01-01,0.3180024940002468,1994-01-01,0.3180024940002468,1994-01-01,-1.03712,1994-01-24,0.15773841094845345,0.7036438605855113,0.5459054496370579
