date,GM_dhoust,GM_ip,GM_nai,GM_nfci,GM_Rvol22,GM_vix,GM_vrp,GM_vix_dhoust,GM_vix_ip,GM_vix_nai,GM_vix_nfci,GARCH11
2023-08-01,0.4049981659512955,0.4032719709688074,0.4032719709688074,0.3641539875986565,0.41092762353486834,0.34744978782754066,0.3412812480723569,0.323484299222536,0.354198346289636,0.354198346289636,0.1288622855982778,0.639086671914357
2023-08-02,0.4223625630495263,0.4205727219153279,0.4205727219153279,0.37710691748198383,0.43091380758169523,0.3555544066574181,0.35518223552428274,0.3310571928873797,0.363511132116088,0.363511132116088,0.12988280268601796,0.6471735315071001
2023-08-03,0.43927498838209555,0.4374490415424448,0.4374490415424448,0.38973262378163365,0.450119269663016,0.3628991396208461,0.3688164916973747,0.33798270350936155,0.3719879506936232,0.3719879506936232,0.13081489388994155,0.6550520144501779
2023-08-04,0.4557472061626296,0.4539113422273694,0.4539113422273694,0.40203937298825165,0.4685745071857391,0.3695552333170971,0.38218913461474824,0.34431617384420116,0.37970384307379,0.37970384307379,0.13166622114635776,0.6627310198330936
2023-08-07,0.4717906743981889,0.4699697809052793,0.4699697809052793,0.41403522276014065,0.48630882623403676,0.3755872542923833,0.39530518409521137,0.35010821556816785,0.38672711420761996,0.38672711420761996,0.1324437824992236,0.670218835530179
2023-08-08,0.48741655285941027,0.4856342653359607,0.4856342653359607,0.425728027198891,0.503350388106084,0.3810537153589975,0.408169563637602,0.3554051137232962,0.39311993761532826,0.39311993761532826,0.13315396962516585,0.6775231970381902
2023-08-09,0.5026357108431987,0.500914460216712,0.500914460216712,0.4371254419917349,0.5197262540329289,0.38600764319101916,0.4207871022689702,0.36024919658784194,0.3989389057775124,0.3989389057775124,0.13380262037406843,0.6846513391398966
2023-08-10,0.5174587347333642,0.515819793145284,0.515819793145284,0.44823492942399185,0.5354624281505062,0.39049709270247046,0.4331625363572964,0.36467917392766824,0.4042355311201872,0.4042355311201872,0.1343950667571166,0.6916100414396155
2023-08-11,0.5318959353644681,0.5303594604365333,0.5303594604365333,0.45906376326488774,0.5505838987930309,0.39456561319757943,0.4453005113894282,0.3687304463315755,0.4090567020286279,0.4090567020286279,0.13493617877676772,0.6984056686406541
2023-08-14,0.5459573551939965,0.5445424327963783,0.5445424327963783,0.46961903352994533,0.565114678173346,0.39825267081497767,0.457205583714902,0.37243538810252014,0.41344509792688444,0.41344509792688444,0.1354304044589373,0.7050442062919937
