date,dhoust,year_month.x,ip,year_month.y,nai,year_month,nfci,year_week,Rvol22,vix,vrp
1990-01-02,21.49566527096276,1990-01-01,-0.5169600736957491,1990-01-01,-0.5169600736957491,1990-01-01,0.0451,1990-01-01,0.587257193175273,1.0860179046949792,0.49876071151970613
1990-01-03,21.49566527096276,1990-01-01,-0.5169600736957491,1990-01-01,-0.5169600736957491,1990-01-01,0.0451,1990-01-01,0.5684638980065478,1.1458623276487747,0.5773984296422269
1990-01-04,21.49566527096276,1990-01-01,-0.5169600736957491,1990-01-01,-0.5169600736957491,1990-01-01,0.0451,1990-01-01,0.521809252507277,1.2107461519516232,0.6889368994443461
1990-01-05,21.49566527096276,1990-01-01,-0.5169600736957491,1990-01-01,-0.5169600736957491,1990-01-01,0.0451,1990-01-01,0.5632562965789754,1.2668109638177942,0.7035546672388189
1990-01-08,21.49566527096276,1990-01-01,-0.5169600736957491,1990-01-01,-0.5169600736957491,1990-01-01,0.05987,1990-01-08,0.5600869243293625,1.276260051612691,0.7161731272833285
1990-01-09,21.49566527096276,1990-01-01,-0.5169600736957491,1990-01-01,-0.5169600736957491,1990-01-01,0.05987,1990-01-08,0.620029916842863,1.3984685981948086,0.7784386813519456
1990-01-10,21.49566527096276,1990-01-01,-0.5169600736957491,1990-01-01,-0.5169600736957491,1990-01-01,0.05987,1990-01-08,0.6365472075452667,1.4135871626969774,0.7770399551517106
1990-01-11,21.49566527096276,1990-01-01,-0.5169600736957491,1990-01-01,-0.5169600736957491,1990-01-01,0.05987,1990-01-08,0.6375983256982432,1.2630312325784996,0.6254329068802564
1990-01-12,21.49566527096276,1990-01-01,-0.5169600736957491,1990-01-01,-0.5169600736957491,1990-01-01,0.05987,1990-01-08,0.9212764444944976,1.552174064042692,0.6308976195481943
1990-01-15,21.49566527096276,1990-01-01,-0.5169600736957491,1990-01-01,-0.5169600736957491,1990-01-01,0.07263,1990-01-15,0.9180827214577619,1.6592640461226411,0.7411813246648792
1990-01-16,21.49566527096276,1990-01-01,-0.5169600736957491,1990-01-01,-0.5169600736957491,1990-01-01,0.07263,1990-01-15,0.9699346504616547,1.5231968454514528,0.5532621949897981
1990-01-17,21.49566527096276,1990-01-01,-0.5169600736957491,1990-01-01,-0.5169600736957491,1990-01-01,0.07263,1990-01-15,1.0021412574304769,1.5219369350383547,0.5197956776078778
1990-01-18,21.49566527096276,1990-01-01,-0.5169600736957491,1990-01-01,-0.5169600736957491,1990-01-01,0.07263,1990-01-15,1.0023188705828763,1.5332758884528987,0.5309570178700225
1990-01-19,21.49566527096276,1990-01-01,-0.5169600736957491,1990-01-01,-0.5169600736957491,1990-01-01,0.07263,1990-01-15,0.8488345514082662,1.417366773784602,0.5685322223763358
1990-01-22,21.49566527096276,1990-01-01,-0.5169600736957491,1990-01-01,-0.5169600736957491,1990-01-01,0.0814,1990-01-22,1.154984904204716,1.6819419529517292,0.5269570487470132
1990-01-23,21.49566527096276,1990-01-01,-0.5169600736957491,1990-01-01,-0.5169600736957491,1990-01-01,0.0814,1990-01-22,1.1607025570664247,1.5572135855434148,0.39651102847699016
1990-01-24,21.49566527096276,1990-01-01,-0.5169600736957491,1990-01-01,-0.5169600736957491,1990-01-01,0.0814,1990-01-22,1.1537938222572983,1.5994196231688453,0.445625800911547
1990-01-25,21.49566527096276,1990-01-01,-0.5169600736957491,1990-01-01,-0.5169600736957491,1990-01-01,0.0814,1990-01-22,1.2010936713963305,1.614538187671014,0.4134445162746836
1990-01-26,21.49566527096276,1990-01-01,-0.5169600736957491,1990-01-01,-0.5169600736957491,1990-01-01,0.0814,1990-01-22,1.2000252858246654,1.6554844350350164,0.455459149210351
1990-01-29,21.49566527096276,1990-01-01,-0.5169600736957491,1990-01-01,-0.5169600736957491,1990-01-01,0.08282,1990-01-29,1.1865397428158733,1.665563478036462,0.47902373522058883
1990-01-30,21.49566527096276,1990-01-01,-0.5169600736957491,1990-01-01,-0.5169600736957491,1990-01-01,0.08282,1990-01-29,1.1950115447176146,1.7165886482502402,0.5215771035326255
1990-01-31,21.49566527096276,1990-01-01,-0.5169600736957491,1990-01-01,-0.5169600736957491,1990-01-01,0.08282,1990-01-29,1.3268028625484283,1.5975298777008682,0.2707270151524399
1990-02-01,-7.634227709751418,1990-02-01,0.9152716839976094,1990-02-01,0.9152716839976094,1990-02-01,0.08282,1990-01-29,1.1856830977766155,1.5666627934899817,0.3809796957133662
1990-02-02,-7.634227709751418,1990-02-01,0.9152716839976094,1990-02-01,0.9152716839976094,1990-02-01,0.08282,1990-01-29,1.201590339240384,1.5320159780398004,0.33042563879941644
1990-02-05,-7.634227709751418,1990-02-01,0.9152716839976094,1990-02-01,0.9152716839976094,1990-02-01,0.07724,1990-02-05,1.1711576865883355,1.545874752280541,0.3747170656922054
1990-02-06,-7.634227709751418,1990-02-01,0.9152716839976094,1990-02-01,0.9152716839976094,1990-02-01,0.07724,1990-02-05,1.147393919242486,1.5553238400754377,0.40792992083295165
1990-02-07,-7.634227709751418,1990-02-01,0.9152716839976094,1990-02-01,0.9152716839976094,1990-02-01,0.07724,1990-02-05,1.207280018649615,1.5301262325718232,0.32284621392220814
1990-02-08,-7.634227709751418,1990-02-01,0.9152716839976094,1990-02-01,0.9152716839976094,1990-02-01,0.07724,1990-02-05,1.145932225484819,1.4973692827412892,0.35143705725647023
1990-02-09,-7.634227709751418,1990-02-01,0.9152716839976094,1990-02-01,0.9152716839976094,1990-02-01,0.07724,1990-02-05,1.1277397818843602,1.4923297612405664,0.3645899793562062
1990-02-12,-7.634227709751418,1990-02-01,0.9152716839976094,1990-02-01,0.9152716839976094,1990-02-01,0.06673,1990-02-12,1.1738769045233821,1.535795589127425,0.361918684604043
1990-02-13,-7.634227709751418,1990-02-01,0.9152716839976094,1990-02-01,0.9152716839976094,1990-02-01,0.06673,1990-02-12,0.893811458755925,1.4967393275347403,0.6029278687788152
1990-02-14,-7.634227709751418,1990-02-01,0.9152716839976094,1990-02-01,0.9152716839976094,1990-02-01,0.06673,1990-02-12,0.8638018156961241,1.389019390248242,0.5252175745521178
1990-02-15,-7.634227709751418,1990-02-01,0.9152716839976094,1990-02-01,0.9152716839976094,1990-02-01,0.06673,1990-02-12,0.8420468557891088,1.2416132361625096,0.39956638037340086
1990-02-16,-7.634227709751418,1990-02-01,0.9152716839976094,1990-02-01,0.9152716839976094,1990-02-01,0.06673,1990-02-12,0.8168870587075735,1.3090170014432247,0.49212994273565125
1990-02-20,-7.634227709751418,1990-02-01,0.9152716839976094,1990-02-01,0.9152716839976094,1990-02-01,0.05487,1990-02-19,0.9075877301992932,1.4350051591129673,0.5274174289136742
1990-02-21,-7.634227709751418,1990-02-01,0.9152716839976094,1990-02-01,0.9152716839976094,1990-02-01,0.05487,1990-02-19,0.9043685202548772,1.5049285049165386,0.6005599846616614
1990-02-22,-7.634227709751418,1990-02-01,0.9152716839976094,1990-02-01,0.9152716839976094,1990-02-01,0.05487,1990-02-19,0.6089047090287897,1.4198865946107986,0.8109818855820089
1990-02-23,-7.634227709751418,1990-02-01,0.9152716839976094,1990-02-01,0.9152716839976094,1990-02-01,0.05487,1990-02-19,0.6129719502138213,1.4923297612405664,0.879357811026745
1990-02-26,-7.634227709751418,1990-02-01,0.9152716839976094,1990-02-01,0.9152716839976094,1990-02-01,0.04535,1990-02-26,0.6925736198857386,1.4841404637070978,0.7915668438213592
1990-02-27,-7.634227709751418,1990-02-01,0.9152716839976094,1990-02-01,0.9152716839976094,1990-02-01,0.04535,1990-02-26,0.6294123892824316,1.4293356824056953,0.7999232931232637
1990-02-28,-7.634227709751418,1990-02-01,0.9152716839976094,1990-02-01,0.9152716839976094,1990-02-01,0.04535,1990-02-26,0.6400949828677712,1.3852397791606172,0.745144796292846
1990-03-01,-10.869088313983788,1990-03-01,0.4746732710957602,1990-03-01,0.4746732710957602,1990-03-01,0.04535,1990-02-26,0.6415243000207226,1.3795703024533452,0.7380460024326226
