date,spx,dhoust,ip,nai,nfci,Rvol22,vix,vrp
1971-01-05,0.7105807239656592,-3.4940399195227734,0.7662872745568983,0.7662872745568983,0.66114,NA,NA,NA
1971-01-06,0.5973354682325294,-3.4940399195227734,0.7662872745568983,0.7662872745568983,0.66114,NA,NA,NA
1971-01-07,0.032478753938924854,-3.4940399195227734,0.7662872745568983,0.7662872745568983,0.66114,NA,NA,NA
1971-01-08,-0.205878602306786,-3.4940399195227734,0.7662872745568983,0.7662872745568983,0.66114,NA,NA,NA
1971-01-11,-0.22804917772658584,-3.4940399195227734,0.7662872745568983,0.7662872745568983,0.69702,NA,NA,NA
1971-01-12,0.8013015089091802,-3.4940399195227734,0.7662872745568983,0.7662872745568983,0.69702,NA,NA,NA
1971-01-13,-0.1727148538840595,-3.4940399195227734,0.7662872745568983,0.7662872745568983,0.69702,NA,NA,NA
1971-01-14,0.25896108419258823,-3.4940399195227734,0.7662872745568983,0.7662872745568983,0.69702,NA,NA,NA
1971-01-15,0.24753389115055313,-3.4940399195227734,0.7662872745568983,0.7662872745568983,0.69702,NA,NA,NA
1971-01-18,0.40764376754776066,-3.4940399195227734,0.7662872745568983,0.7662872745568983,0.73908,NA,NA,NA
1971-01-19,0.3739898453036794,-3.4940399195227734,0.7662872745568983,0.7662872745568983,0.73908,NA,NA,NA
1971-01-20,0.02132558384255745,-3.4940399195227734,0.7662872745568983,0.7662872745568983,0.73908,NA,NA,NA
1971-01-21,0.43624370702159965,-3.4940399195227734,0.7662872745568983,0.7662872745568983,0.73908,NA,NA,NA
1971-01-22,0.7298863562125391,-3.4940399195227734,0.7662872745568983,0.7662872745568983,0.73908,NA,NA,NA
1971-01-25,0.4207010921135179,-3.4940399195227734,0.7662872745568983,0.7662872745568983,0.78465,NA,NA,NA
1971-01-26,0.32482556786259664,-3.4940399195227734,0.7662872745568983,0.7662872745568983,0.78465,NA,NA,NA
1971-01-27,-0.7349854783139875,-3.4940399195227734,0.7662872745568983,0.7662872745568983,0.78465,NA,NA,NA
1971-01-28,0.3366652347352783,-3.4940399195227734,0.7662872745568983,0.7662872745568983,0.78465,NA,NA,NA
1971-01-29,0.7012410482570175,-3.4940399195227734,0.7662872745568983,0.7662872745568983,0.78465,NA,NA,NA
1971-02-01,0.5616249957819619,-4.876281224590606,-0.1907549804532671,-0.1907549804532671,0.83113,NA,NA,NA
1971-02-02,0.010372828740123907,-4.876281224590606,-0.1907549804532671,-0.1907549804532671,0.83113,NA,NA,NA
1971-02-03,0.2071864442664939,-4.876281224590606,-0.1907549804532671,-0.1907549804532671,0.83113,0.20787333031900446,NA,NA
1971-02-04,-0.010343078922581128,-4.876281224590606,-0.1907549804532671,-0.1907549804532671,0.83113,0.18492705822855166,NA,NA
1971-02-05,0.32032783287849753,-4.876281224590606,-0.1907549804532671,-0.1907549804532671,0.83113,0.17337252454255436,NA,NA
