date,GM_dhoust,GM_ip,GM_nai,GM_nfci,GM_Rvol22,GM_vix,GM_vrp,GM_vix_dhoust,GM_vix_ip,GM_vix_nai,GM_vix_nfci,GARCH11
2023-08-17,0.733489654152361,0.7194080017833396,0.7194080017833396,0.6942207348867409,0.7636173137216975,0.7005676805207741,0.7483685922076198,0.5492708449313779,0.5592693168689806,0.5592693168689806,0.2922212064443337,0.7415935620504464
2023-08-18,0.7423621079152103,0.7275086344839853,0.7275086344839853,0.6988277183817155,0.7690124517188441,0.6897973869363743,0.7546699764669846,0.5392773509328934,0.5516197342707952,0.5516197342707952,0.2792778519976407,0.7470362412894191
2023-08-21,0.7510088792900977,0.7354118033786403,0.7354118033786403,0.7033188662858946,0.7741964320182175,0.6800690366266489,0.7608518941312891,0.530229211497148,0.5446123479641637,0.5446123479641637,0.26746740051444406,0.752368612521101
2023-08-22,0.7594357088017528,0.7431223219128857,0.7431223219128857,0.7076970911089732,0.7791775190188657,0.6712818295735544,0.7669166101421314,0.5220369989175331,0.5381932444091521,0.5381932444091521,0.25669069152363194,0.7575939332630667
2023-08-23,0.7676481909572007,0.7506448861980992,0.7506448861980992,0.7119652321300215,0.7839636536635181,0.6633447173874564,0.7728663465005668,0.5146197450803002,0.5323130362049933,0.5323130362049933,0.24685724384909682,0.7627153136126179
2023-08-24,0.7756517779599122,0.7579840778716339,0.7579840778716339,0.7161260572387571,0.7885624660981857,0.6561754599118946,0.7787032830812086,0.5079041412124459,0.5269264821125205,0.5269264821125205,0.23788449593038985,0.7677357256992281
2023-08-25,0.7834517833294804,0.7651443668872768,0.7651443668872768,0.720182264730522,0.7929812878362834,0.6496997730946009,0.7844295584308937,0.501823813331047,0.5219921389764024,0.5219921389764024,0.22969711263641546,0.7726580123565949
2023-08-28,0.7910533854292234,0.7721301142376854,0.7721301142376854,0.7241364850561269,0.7972271634466676,0.6438505592954566,0.7900472705522072,0.49631866623291593,0.5174720428691378,0.5174720428691378,0.22222635275217803,0.7774848950922728
2023-08-29,0.7984616309040623,0.7789455746104618,0.7789455746104618,0.7279912825276991,0.8013068617842191,0.6385672120562527,0.7955584776721532,0.49133428954086683,0.5133314170035883,0.5133314170035883,0.2154094918280037,0.7822189814237797
2023-08-30,0.8056814380309469,0.7855948989794814,0.7855948989794814,0.7317491569816382,0.8052268867808805,0.633794988128639,0.8009651989962495,0.4868214199362241,0.5095384041667809,0.5095384041667809,0.20918929554548352,0.7868627716421956
2023-08-31,0.8127175999840646,0.7920821371330542,0.7920821371330542,0.7354125453997621,0.8089934878143464,0.6294844402535537,0.80626941544833,0.48273545426252307,0.5060638216163776,0.5060638216163776,0.20351353917852139,0.7914186650574179
2023-09-01,0.8195747880169896,0.7984112401404587,0.7984112401404587,0.7389838234896872,0.8126126696709388,0.62559090481489,0.8114730703963168,0.4790360086881401,0.5028809365540303,0.5028809365540303,0.1983345691148855,0.7958889657732562
2023-09-04,0.826257554563893,0.8045860627583512,0.8045860627583512,0.7424653072254773,0.8160902021185513,0.6220740390587406,0.8165780703642361,0.4756865195708159,0.4999652604481516,0.4999652604481516,0.19360890275680104,0.8002758880353273
2023-09-05,0.8327703362618687,0.8106103657785154,0.8106103657785154,0.7458592543495516,0.819431629104921,0.6188974030831295,0.8215862857307332,0.4726538820791982,0.49729436062366256,0.49729436062366256,0.18929686344135202,0.8045815611901211
2023-09-06,0.8391174568963821,0.8164878183183821,0.8164878183183821,0.7491678658368313,0.8226422775958947,0.6160280822670298,0.8264995514143453,0.4699081229997023,0.4948476876691213,0.4948476876691213,0.18536224731548678,0.8088080342895878
2023-09-07,0.8453031302717983,0.8222220000557153,0.8222220000557153,0.7523932873220714,0.8257272660677787,0.6134363462264788,0.8313196675457812,0.46742210449486205,0.4926064173333353,0.4926064173333353,0.18177201936871157,0.8129572803720478
2023-09-08,0.8513314630088938,0.8278164034088236,0.8278164034088236,0.755537610491306,0.8286915126673092,0.6110953407640705,0.836048400127458,0.4651712558852516,0.4905533056950386,0.4905533056950386,0.17849603607136472,0.817031200447098
2023-09-11,0.8572064572712114,0.8332744356636268,0.8332744356636268,0.7586028744383059,0.8315397430522553,0.6089808096199728,0.8406874816805301,0.46313333080403407,0.48867255649133695,0.48867255649133695,0.17550679228974492,0.8210316272094201
2023-09-12,0.8629320134220637,0.8385994210488731,0.8385994210488731,0.7615910669869315,0.8342764979251511,0.6070708431413986,0.8452386118796551,0.46128818732396054,0.4869496995841701,0.4869496995841701,0.17277919035319375,0.8249603285039484
2023-09-13,0.8685119326139561,0.8437946027607677,0.8437946027607677,0.7645041259802363,0.8369061402721698,0.6053456512663771,0.8497034581757221,0.45961758888369575,0.4853714796297336,0.4853714796297336,0.17029032933422178,0.8288190105626723
2023-09-14,0.8739499193121416,0.8488631449382513,0.8488631449382513,0.7673439405371588,0.8394328623186774,0.6037873584696041,0.8540836564067761,0.45810502404591763,0.48392575409430444,0.48392575409430444,0.16801931277247584,0.8326093210314179
2023-09-15,0.8792495837539869,0.8538081345901267,0.8538081345901267,0.7701123522776159,0.8418606922125588,0.6023798185457074,0.8583808113973586,0.45673554330575844,0.48260139983182265,0.48260139983182265,0.16594707322819838,0.8363328518032261
2023-09-18,0.8844144443457813,0.8586325834752092,0.8586325834752092,0.7728111565167932,0.8441935004459657,0.6011084473108114,0.8625964975464864,0.45549561133667854,0.4813882275044532,0.4813882275044532,0.16405621219213182,0.8399911416734014
