"","date","symbol","open_to_close","rk_twoscale","rk_th2","medrv","rsv_ss","close_price","nobs","bv_ss","rv10","rv5_ss","open_time","rv5","rsv","rk_parzen","rv10_ss","bv","open_price","close_time"
"12",2000-01-19,".SPX",0.0025587247856329,4.99705613689404e-05,5.12287800708115e-05,1.83891434882902e-05,2.6575064016328e-05,1455.71,1539,3.66898095377087e-05,5.90408319292739e-05,4.91339363553354e-05,83008,4.91339363553354e-05,2.6575064016328e-05,4.32990779485652e-05,5.90408319292739e-05,3.66898095377087e-05,1451.99,150007
"13",2000-01-20,".SPX",-0.00754262657679217,0.000106538382656599,0.000110142767601033,4.56630689426989e-05,6.60107930565288e-05,1444.96,1536,0.000104862822640099,0.000147368464509328,0.000129660029054663,83003,0.000129660029054663,6.60107930565288e-05,0.000122477738416025,0.000147368464509328,0.000104862822640099,1455.9,150003
"14",2000-01-21,".SPX",-0.00568260034888812,4.99497672879302e-05,5.19683271349034e-05,2.88063650921161e-05,3.10806713405724e-05,1440.66,1538,5.27642125854127e-05,5.51232119950929e-05,5.03258889545099e-05,83009,5.03258889545099e-05,3.10806713405724e-05,3.32324711094513e-05,5.51232119950929e-05,5.27642125854127e-05,1448.87,150009
"15",2000-01-24,".SPX",-0.0307727404613516,0.000133308577990761,0.000146921671838929,8.39100149105376e-05,0.000131428253753331,1400.59,1546,0.000177634093600278,0.000217638217740176,0.000189534332939589,83013,0.000189534332939589,0.000131428253753331,0.000333549163629838,0.000217638217740176,0.000177634093600278,1444.36,150004
"16",2000-01-25,".SPX",0.00567762923087489,0.000141987431943015,0.000154990386687479,0.000134077536154706,6.59099530786843e-05,1409.51,1550,0.000160050305047643,0.000189461594181624,0.00017569372472823,83000,0.00017569372472823,6.59099530786843e-05,0.000144250806343971,0.000189461594181624,0.000160050305047643,1401.53,145947
"17",2000-01-26,".SPX",-0.00195625869343896,7.46527551231502e-05,7.56246577398669e-05,3.18789635523676e-05,3.87366377602293e-05,1404.37,1535,6.62761158696064e-05,6.06692303648096e-05,6.99321258590918e-05,83013,6.99321258590918e-05,3.87366377602293e-05,5.03251449276522e-05,6.06692303648096e-05,6.62761158696064e-05,1407.12,150013
"18",2000-01-27,".SPX",-0.00374608437563584,0.000134297938005261,0.000142912156646214,6.87375293691535e-05,0.000104696636486201,1398.84,1538,0.00015080837945297,0.000217020589364783,0.000187654555118257,83002,0.000187654555118257,0.000104696636486201,0.000307875645789313,0.000217020589364783,0.00015080837945297,1404.09,150001
"19",2000-01-28,".SPX",-0.0258806002045002,0.000205161341285587,0.000225909286079853,0.000134873574971138,0.000175693890576218,1362.02,1540,0.000263284860019662,0.000367271070895114,0.000278108169116513,83010,0.000278108169116513,0.000175693890576218,0.000235793864964122,0.000367271070895114,0.000263284860019662,1397.73,150009
"20",2000-01-31,".SPX",0.0244175919194802,0.000169675767692245,0.000180141518611785,0.000132719475745526,5.55603755240951e-05,1393.34,1541,0.000192293901171428,0.000203699892876314,0.000189149067798448,83008,0.000189149067798448,5.55603755240951e-05,0.000350777406723024,0.000203699892876314,0.000192293901171428,1359.73,150007
"21",2000-02-01,".SPX",0.00989319652306797,0.00011935283819552,0.000121370629997191,4.48407783316074e-05,4.74273913589202e-05,1408.92,1538,0.000104377539527423,0.000104890226770399,0.000116686683219583,83005,0.000116686683219583,4.74273913589202e-05,8.8950126921874e-05,0.000104890226770399,0.000104377539527423,1395.05,145950
"22",2000-02-02,".SPX",0.000361960124463323,0.000148050367612465,0.000151101195491441,3.15775676586667e-05,5.73471355490005e-05,1409.25,1539,9.43834401104672e-05,9.72675256849975e-05,9.42192837487553e-05,83013,9.42192837487553e-05,5.73471355490005e-05,8.44022216386512e-05,9.72675256849975e-05,9.43834401104672e-05,1408.74,150013
"23",2000-02-03,".SPX",0.0106448564908757,0.000129344678610345,0.000135128967445815,0.000114866164783997,5.42795339443806e-05,1424.2,1541,0.000148598710475159,0.000188894750202828,0.00014809449375169,83001,0.00014809449375169,5.42795339443806e-05,0.000173110747414465,0.000188894750202828,0.000148598710475159,1409.12,150001
"24",2000-02-04,".SPX",-0.00214592357027676,6.53374290173353e-05,6.82633885812997e-05,3.28437255839478e-05,3.92059702560193e-05,1424.43,1541,5.50283088659567e-05,8.85057398099245e-05,6.75476334784115e-05,83009,6.75476334784115e-05,3.92059702560193e-05,6.84030988197386e-05,8.85057398099245e-05,5.50283088659567e-05,1427.49,150009
"25",2000-02-07,".SPX",-0.00122794538092297,6.63188086011324e-05,6.89623108940166e-05,2.86767411187565e-05,3.24032377875272e-05,1424.27,1549,6.08794226866111e-05,5.62488112366403e-05,6.02377356625889e-05,83003,6.02377356625889e-05,3.24032377875272e-05,6.04808550222277e-05,5.62488112366403e-05,6.08794226866111e-05,1426.02,145954
"26",2000-02-08,".SPX",0.011629580242281,6.05443008445114e-05,6.78158362983422e-05,2.77601821090856e-05,1.88283002690342e-05,1440.9,1558,6.42491991723161e-05,0.000111092666161335,9.10283830050293e-05,83007,9.10283830050293e-05,1.88283002690342e-05,0.000121554336867426,0.000111092666161335,6.42491991723161e-05,1424.24,145955
"27",2000-02-09,".SPX",-0.0220424689575021,0.000101298616931605,0.000104509678430369,4.23917292090373e-05,6.98752524827031e-05,1412.47,1541,9.91703771680813e-05,0.000114161907914002,9.31136424374928e-05,83024,9.31136424374928e-05,6.98752524827031e-05,0.000161443655962041,0.000114161907914002,9.91703771680813e-05,1443.95,150023
"28",2000-02-10,".SPX",0.00160441637560549,0.000112413435972346,0.000115994144693471,4.92593953869195e-05,5.59894976674295e-05,1415.98,1537,0.000114603198591203,0.000102398598657149,0.000116882737091695,83007,0.000116882737091695,5.59894976674295e-05,7.58448484341121e-05,0.00010239859865715,0.000114603198591203,1413.71,150006
"29",2000-02-11,".SPX",-0.0248185780125887,9.93350345153569e-05,0.000105688516914867,6.5772753471724e-05,7.99461594177504e-05,1380.47,1359,0.000106074760314963,9.9177836458443e-05,0.000102716137567085,83015,0.000102716137567085,7.99461594177504e-05,0.000191980549212078,9.91778364584431e-05,0.000106074760314963,1415.16,141726
"30",2000-02-14,".SPX",-0.000251817584673297,9.11390747610707e-05,9.6296854587369e-05,5.11120550790774e-05,4.01953305674665e-05,1389.72,1541,9.28291663548745e-05,8.88835684158197e-05,9.38421409664225e-05,83009,9.38421409664224e-05,4.01953305674665e-05,6.83855289825515e-05,8.88835684158197e-05,9.28291663548745e-05,1390.07,150009
"31",2000-02-15,".SPX",0.00918219588592084,0.000108108179294389,0.000115784131230159,6.9953841008298e-05,5.28453644453698e-05,1402.6,1540,0.000134672093351133,0.000142026623897191,0.000131202779520846,83008,0.000131202779520846,5.28453644453698e-05,0.000148120655721857,0.000142026623897191,0.000134672093351133,1389.78,145953
"32",2000-02-16,".SPX",-0.0102234838432613,9.93972983579256e-05,0.00010297654619446,4.64581199522256e-05,5.68544401263129e-05,1387.71,1545,7.6648694890392e-05,9.14638142941471e-05,8.87188139337309e-05,83005,8.87188139337308e-05,5.68544401263129e-05,4.54863200625654e-05,9.14638142941472e-05,7.66486948903921e-05,1401.97,150005
"33",2000-02-17,".SPX",-0.000273877823373958,0.00016297115211036,0.000155740088783036,5.80532141524574e-05,8.96626588819318e-05,1387.29,1542,0.000147621895991127,0.000255752060138159,0.000182937339564193,83001,0.000182937339564193,8.96626588819318e-05,0.00010415649187345,0.000255752060138159,0.000147621895991127,1387.67,145945
"34",2000-02-18,".SPX",-0.0291576925979351,0.000132208573791213,0.000145266606282883,0.000108574357461254,0.000114012094139777,1348.23,1541,0.000160077370405058,0.000139614830927366,0.000151008346714751,83019,0.000151008346714751,0.000114012094139777,0.000189488924817007,0.000139614830927366,0.000160077370405058,1388.12,150019
"35",2000-02-22,".SPX",0.00167303346595649,0.00015504719646039,0.000169529672165912,0.000122291603621972,8.77508881857045e-05,1351.97,1530,0.000207975495621806,0.000229643294719237,0.000193855113794979,83528,0.000193855113794979,8.77508881857045e-05,0.000314347674493689,0.000229643294719237,0.000207975495621806,1349.71,150520
"36",2000-02-23,".SPX",0.0067995149461062,0.000116724132898534,0.000125567036795866,5.408950826077e-05,5.85491332400025e-05,1362.07,1537,0.000104558604887133,0.000134078938155721,0.000121462872835648,83012,0.000121462872835648,5.85491332400025e-05,0.000119226884618794,0.000134078938155721,0.000104558604887133,1352.84,145957
"37",2000-02-24,".SPX",-0.00601013807277084,0.000209599900786995,0.000230866877162179,0.000164236175616965,0.00015053840877591,1353.63,1532,0.000278914928362552,0.000357451350155065,0.000291104021229267,83005,0.000291104021229267,0.00015053840877591,0.000403078527917211,0.000357451350155065,0.000278914928362552,1361.79,145938
"38",2000-02-25,".SPX",-0.0144058685132835,0.00017245242092063,0.000188257609362765,0.000102886284083477,0.000145256878196631,1334.24,1537,0.000215668724007629,0.000209194508976792,0.00023194828768934,83004,0.00023194828768934,0.000145256878196631,0.000140838667892527,0.000209194508976792,0.000215668724007629,1353.6,145950
"39",2000-02-28,".SPX",0.0123151508295942,0.000180798560110307,0.000191428223505362,0.000144578285344979,0.000103855536019208,1348.08,1555,0.000221385011515681,0.000178320862509426,0.000225755083059893,83005,0.000225755083059893,0.000103855536019208,0.000259283732893798,0.000178320862509426,0.000221385011515681,1331.58,145953
"40",2000-02-29,".SPX",0.014332464111166,9.99995714348918e-05,0.000103104476744294,6.0963399124169e-05,4.35994951133638e-05,1367.51,1555,0.000114342768397203,0.000125508441796611,0.00013589597733172,83001,0.00013589597733172,4.35994951133638e-05,8.68022446466088e-05,0.000125508441796611,0.000114342768397203,1348.05,145955
"41",2000-03-01,".SPX",0.00834215488767853,0.000101992036710099,0.000107067840859734,7.37564056650849e-05,4.13277881784689e-05,1378.28,1544,0.000106437927215757,0.000105890658666089,0.000102447362205676,83010,0.000102447362205676,4.13277881784689e-05,0.000103199124761276,0.000105890658666089,0.000106437927215757,1366.83,150009
"42",2000-03-02,".SPX",0.000926670063199353,8.77677255928682e-05,9.32205434539698e-05,5.54193663729421e-05,4.7545469928357e-05,1381.93,1541,0.000104698901957518,9.00035791357562e-05,9.88488041195575e-05,83010,9.88488041195575e-05,4.7545469928357e-05,6.40277472577246e-05,9.00035791357562e-05,0.000104698901957518,1380.65,150004
"43",2000-03-03,".SPX",0.0155835044023567,7.0883370472837e-05,7.46040115910463e-05,4.54906413973003e-05,2.66147036987211e-05,1408.55,1554,9.02036144458861e-05,0.000109984466887772,9.14807943743772e-05,83009,9.14807943743772e-05,2.6614703698721e-05,9.26508854773703e-05,0.000109984466887772,9.02036144458861e-05,1386.77,150008
"44",2000-03-06,".SPX",-0.0135366461538027,5.89032991239683e-05,6.11357166545289e-05,3.28334341943012e-05,4.79295086776818e-05,1390.45,1540,7.58119937677101e-05,8.05536174240702e-05,6.83766916358886e-05,83003,6.83766916358886e-05,4.79295086776818e-05,7.32457501592623e-05,8.05536174240702e-05,7.58119937677101e-05,1409.4,150002
"45",2000-03-07,".SPX",-0.0298783379897474,0.000182893314879293,0.000196375712136109,0.000155152308739298,0.000184137579001336,1356.12,1506,0.000295385039160084,0.00035476247075896,0.000271513524830746,83009,0.000271513524830746,0.000184137579001336,0.000386478159164811,0.00035476247075896,0.000295385039160084,1397.25,150007
"46",2000-03-08,".SPX",0.00848644816747512,0.000103917053146608,0.000113352653406891,8.70674135365351e-05,5.39471521072372e-05,1371.51,1211,0.000146462427007905,0.000154690076049475,0.000132878629083072,83011,0.000132878629083072,5.39471521072372e-05,0.000120133962223604,0.000154690076049475,0.000146462427007905,1359.92,134342
"47",2000-03-09,".SPX",0.024044589795853,7.78938701995854e-05,8.2843018431236e-05,5.06745892863965e-05,3.08149399109443e-05,1399.96,1537,0.000103315079437287,0.000163955780730495,0.000109624399023683,83000,0.000109624399023683,3.08149399109443e-05,0.000201425820099695,0.000163955780730495,0.000103315079437287,1366.7,145959
"48",2000-03-10,".SPX",-0.00442587747299417,8.91302687427565e-05,9.72812751148074e-05,6.79515801806928e-05,7.33803389712233e-05,1395.5,1473,0.00011602063907548,0.000121700414977582,0.000119246042677686,83000,0.000119246042677686,7.33803389712233e-05,0.000117372147451797,0.000121700414977582,0.00011602063907548,1401.69,145954
"49",2000-03-13,".SPX",-0.00962300795696169,0.000286330401453104,0.000314688943765554,0.000162429528911069,0.000367877098163988,1381.67,1534,0.000331288787681023,0.000662313006572451,0.000491976307458836,83003,0.000491976307458836,0.000367877098163988,0.000307951319414712,0.000662313006572451,0.000331288787681023,1395.03,145955
"50",2000-03-14,".SPX",-0.019675197352778,0.000134598688724459,0.000141680215926143,6.29904018830843e-05,0.000100405544834513,1361.85,1522,0.000110585974115159,0.00015989715390338,0.000149881004179815,83013,0.000149881004179815,0.000100405544834513,0.000178817762715297,0.00015989715390338,0.000110585974115159,1388.91,145540
"51",2000-03-15,".SPX",0.019688815449542,0.000159430510503052,0.000176718290282594,0.000176043777371823,8.2467061399705e-05,1386.42,1517,0.000203564631631494,0.000306748066694035,0.000231089457684612,83004,0.000231089457684612,8.2467061399705e-05,0.000156805692611845,0.000306748066694035,0.000203564631631494,1359.39,145252
"52",2000-03-16,".SPX",0.0431105773860736,0.000146570911704952,0.000161284129753982,0.000128238042411046,5.08843284372421e-05,1456.35,1488,0.000210844300677109,0.000347827190529462,0.000263098244139691,83015,0.000263098244139691,5.08843284372421e-05,0.000426738226147744,0.000347827190529462,0.000210844300677109,1394.9,144720
"53",2000-03-20,".SPX",-0.00564207294868702,9.98462796348756e-05,0.000106393003992651,3.46537512896864e-05,4.94544793548652e-05,1456.34,1536,8.80696939472973e-05,9.05170759378864e-05,8.78699328520413e-05,83005,8.78699328520413e-05,4.94544793548652e-05,7.1707258832382e-05,9.05170759378863e-05,8.80696939472973e-05,1464.58,150003
"54",2000-03-21,".SPX",0.0249432432911982,0.000169205185325533,0.000174630465155783,6.0567155544369e-05,3.91001329608473e-05,1493.42,1541,0.000151131738403954,0.000147197791451917,0.000155395779644718,83010,0.000155395779644718,3.91001329608473e-05,0.000272211606820323,0.000147197791451917,0.000151131738403954,1456.63,150008
"55",2000-03-22,".SPX",0.00410170655355291,8.59417172048164e-05,8.76704631394933e-05,3.61556769182683e-05,3.84256635787112e-05,1500.01,1537,7.11972749140636e-05,5.79671066074835e-05,7.87575701999302e-05,83001,7.87575701999302e-05,3.84256635787112e-05,5.88918556742717e-05,5.79671066074835e-05,7.11972749140636e-05,1493.87,145959
"56",2000-03-23,".SPX",0.0167146219943763,0.000119310758809917,0.000122091707710153,6.3570789614368e-05,6.87320814370149e-05,1526.33,1532,0.000122085522374911,0.000121667867450607,0.000145601690525976,83010,0.000145601690525976,6.87320814370149e-05,0.000137875377250834,0.000121667867450607,0.000122085522374912,1501.03,150003
"57",2000-03-24,".SPX",0.00106663884759861,0.000140667777532296,0.000150029036698366,9.49394762941259e-05,6.35489161910547e-05,1528.98,1539,0.00012010782151097,0.000168131957489084,0.00014192071926326,83001,0.00014192071926326,6.35489161910547e-05,0.000208725991963372,0.000168131957489084,0.00012010782151097,1527.35,145959
"58",2000-03-26,".SPX",-0.00351897297304937,8.64766108631554e-05,8.92080752727118e-05,5.29415136627925e-05,3.8263303114668e-05,1523.33,1536,7.99185564049286e-05,6.86287731962251e-05,7.95862470816169e-05,93008,7.95862470816169e-05,3.8263303114668e-05,2.82911264289555e-05,6.86287731962252e-05,7.99185564049286e-05,1528.7,160004
"59",2000-03-27,".SPX",0.000683500072613974,3.86513969077727e-05,4.21294518935377e-05,4.42928930400636e-05,4.0309104436869e-05,1522.1,319,7.12865830019948e-05,7.53043407966137e-05,7.049475381345e-05,93013,7.04947538134499e-05,4.0309104436869e-05,6.35875363684231e-05,7.53043407966137e-05,7.12865830019948e-05,1521.06,105043
"60",2000-03-28,".SPX",0.00079558191065221,0.000143776691482438,0.00015397911626755,9.92897154200827e-05,6.2214925469097e-05,1508.93,1540,0.000139683748998208,0.000231337437405422,0.000160433175921267,93000,0.000160433175921267,6.2214925469097e-05,0.000171687166628423,0.000231337437405422,0.000139683748998208,1507.73,155958
"61",2000-03-29,".SPX",-0.0128564002059433,0.000212855533174041,0.000222870841179819,0.000146360510139907,0.000125933993083472,1489.25,1535,0.000246106699113592,0.000291361567062818,0.000230323678972962,93001,0.000230323678972962,0.000125933993083472,0.000181603169935805,0.000291361567062818,0.000246106699113592,1508.52,155951
"62",2000-03-30,".SPX",0.00608561753238668,0.000195263577720774,0.000199796119112727,0.000117918669964513,0.000113135105872184,1503.18,1525,0.000236178100383446,0.000216072801843186,0.00023503280611596,93009,0.00023503280611596,0.000113135105872184,0.00016131923657796,0.000216072801843186,0.000236178100383446,1494.06,160008
"63",2000-04-02,".SPX",0.00423503722687624,0.000230116024513872,0.000240370631258176,0.000108645148135729,8.63411345500402e-05,1504.94,1428,0.000176392448941862,0.000222511110116825,0.000200840239561182,93001,0.000200840239561182,8.63411345500402e-05,7.23298748721652e-05,0.000222511110116825,0.000176392448941862,1498.58,160000
"64",2000-04-03,".SPX",-0.00973272847610485,0.000678329800162606,0.000780599339502438,0.000764714600043318,0.000575825679926963,1494.85,1528,0.00144499401934613,0.00185224665493191,0.00125536048640432,93015,0.00125536048640432,0.000575825679926963,0.00210221106551029,0.00185224665493191,0.00144499401934613,1509.47,160012
"65",2000-04-04,".SPX",-0.00213441522231328,0.00044125361474206,0.000455672078009491,0.000213558267801178,0.000260937103190037,1488.28,1526,0.000548662599349566,0.000474820937288586,0.000494035012284377,93004,0.000494035012284377,0.000260937103190037,0.000181118567193047,0.000474820937288586,0.000548662599349566,1491.46,155954
"66",2000-04-05,".SPX",0.00856897535925771,0.000179930639178633,0.000186811857773002,5.44539299019973e-05,5.6622320842556e-05,1500.17,1513,0.000181570006682501,0.000190022191049935,0.000193019038251471,93002,0.000193019038251471,5.6622320842556e-05,0.000187665180607302,0.000190022191049935,0.0001815700066825,1487.37,155950
"67",2000-04-06,".SPX",0.00815239002666157,0.000100665462805862,0.000103957194820626,4.54321024407903e-05,2.82385971668766e-05,1516.15,1542,6.9994051296742e-05,9.93670851411031e-05,8.71779632833971e-05,93004,8.71779632833971e-05,2.82385971668766e-05,7.25324556284849e-05,9.93670851411031e-05,6.9994051296742e-05,1503.84,160002
"68",2000-04-09,".SPX",-0.0076768187479157,0.000120459540684843,0.000124450127869711,9.85977768876543e-05,6.53196172442638e-05,1505.25,1539,0.000117577411665327,0.000113136339149029,0.000111011154882225,93007,0.000111011154882225,6.53196172442638e-05,0.000123765022412207,0.000113136339149029,0.000117577411665327,1516.85,160007
"69",2000-04-10,".SPX",0.000333460051241019,0.000230634158601125,0.000242014752551599,0.000170199828897786,0.000113312920579447,1499.68,1539,0.000222951589578568,0.000238075733557459,0.000222686154604584,93011,0.000222686154604584,0.000113312920579447,0.000103352347192263,0.000238075733557459,0.000222951589578568,1499.18,155959
"70",2000-04-11,".SPX",-0.00230829888875483,0.000122055543116551,0.000132684711539067,8.36883509913283e-05,5.53981309498203e-05,1497.21,790,8.67988181739355e-05,0.000106096232445537,0.000123097068497866,93003,0.000123097068497866,5.53981309498203e-05,0.000138734540503449,0.000106096232445537,8.67988181739355e-05,1500.67,124950
"71",2000-04-12,".SPX",-0.021407534848465,0.000290122874845382,0.000316159341695767,0.000245659087501771,0.000218807545099342,1440.5,1535,0.000423846906175336,0.000397422419856652,0.000379548914551093,93007,0.000379548914551093,0.000218807545099342,0.000349416029461473,0.000397422419856652,0.000423846906175336,1471.67,155930
"72",2000-04-13,".SPX",-0.0580321385616642,0.000671066584913809,0.000750005017625092,0.000633768895219745,0.000669237426136061,1355.67,1558,0.00108195478193955,0.00133876763101947,0.00107648020442875,93010,0.00107648020442875,0.000669237426136061,0.000916617870702641,0.00133876763101947,0.00108195478193955,1436.67,160004
"73",2000-04-16,".SPX",0.0308985312662848,0.000652412647769368,0.000684553187874315,0.000554662597940613,0.000209786479829815,1399.13,1536,0.00068933376801629,0.000784158694210399,0.00059376741377603,93013,0.00059376741377603,0.000209786479829815,0.000790923247765426,0.000784158694210399,0.00068933376801629,1356.56,155959
"74",2000-04-17,".SPX",0.0270743998614069,0.000268369545019798,0.00027838704713613,0.000126799750781108,8.27493741580223e-05,1440.97,1541,0.00019319928509381,0.000231647859847903,0.000265623222341988,93006,0.000265623222341988,8.27493741580223e-05,0.000249877252228812,0.000231647859847903,0.00019319928509381,1402.48,160003
"75",2000-04-18,".SPX",-0.00982510987021179,0.000196617565614961,0.000203106374906703,8.86974496775562e-05,0.000102198258568688,1428.06,1527,0.000169101656288268,0.000159118340466407,0.000165979269014255,93004,0.000165979269014255,0.000102198258568688,0.000119477072484612,0.000159118340466407,0.000169101656288268,1442.16,155950
"76",2000-04-19,".SPX",0.00413077873364109,9.30485452269503e-05,9.54954528468135e-05,4.35579589869746e-05,3.59413920903309e-05,1433.68,1540,6.45181660998437e-05,9.61299790048584e-05,8.82104178468986e-05,93015,8.82104178468986e-05,3.59413920903309e-05,6.03223776706337e-05,9.61299790048584e-05,6.45181660998437e-05,1427.77,160010
"77",2000-04-23,".SPX",-0.004093299279881,0.000323580313765767,0.000328419312583751,0.000166882996686499,0.000378690534671466,1428.68,1540,0.000287410077512524,0.000402510092643941,0.00052728051630165,93001,0.00052728051630165,0.000378690534671466,0.000255851022393743,0.000402510092643941,0.000287410077512524,1434.54,155959
"78",2000-04-24,".SPX",0.0267249597489139,0.000135263358783893,0.000140179479471987,4.20005655672649e-05,2.86349925461536e-05,1477.38,1539,0.000103437162220971,0.000100131652866663,0.000131625637162344,93010,0.000131625637162344,2.86349925461536e-05,0.00015331770738925,0.000100131652866663,0.000103437162220971,1438.42,160005
"79",2000-04-25,".SPX",-0.011101053598531,0.000122410862921484,0.000126981891596734,6.74770741410366e-05,5.94066002673588e-05,1461.09,1535,0.000108992944679175,0.000107253753827569,0.000108985663654141,93013,0.000108985663654141,5.94066002673588e-05,7.12647045593176e-05,0.000107253753827569,0.000108992944679175,1477.4,160009
"80",2000-04-26,".SPX",0.00765220648327425,0.000281536003923095,0.000289318849350215,0.000188712730646258,0.000138679104876192,1463.99,1539,0.000256536787161004,0.000282943639943687,0.000277438405230121,93013,0.000277438405230121,0.000138679104876192,0.000160231216059448,0.000282943639943687,0.000256536787161004,1452.83,160011
"81",2000-04-27,".SPX",-0.0106146477564097,0.000107064060023583,0.000115417709714336,6.12387347194182e-05,8.33767233612204e-05,1452.51,1536,0.000122421874442737,0.000126598175110068,0.000129912492327828,93008,0.000129912492327828,8.33767233612204e-05,8.62182565881719e-05,0.000126598175110068,0.000122421874442737,1468.01,160004
"82",2000-04-30,".SPX",0.00781561143838871,0.000117444636756364,0.00011963445181615,7.16462299837299e-05,4.36432985805979e-05,1468.18,1540,0.000115462682509945,9.62191042070142e-05,0.000119217110205807,93008,0.000119217110205807,4.36432985805979e-05,0.000150485178868029,9.62191042070142e-05,0.000115462682509945,1456.75,155959
"83",2000-05-01,".SPX",-0.014834409081276,0.000130560127768277,0.000132703838741462,4.28174789146466e-05,6.94369894927512e-05,1445.97,1541,8.39833916671438e-05,0.000106619604536451,9.91372292465712e-05,93002,9.91372292465712e-05,6.94369894927512e-05,0.000108869615322212,0.000106619604536451,8.39833916671438e-05,1467.58,160000
"84",2000-05-02,".SPX",-0.0201220224370804,0.000174787428091337,0.000189785202586175,0.000106329119542419,0.000139128187314586,1415.44,1556,0.000206729756568706,0.000259944308014174,0.0002299095140667,93010,0.0002299095140667,0.000139128187314586,0.000268113923444031,0.000259944308014174,0.000206729756568706,1444.21,160010
"85",2000-05-03,".SPX",-0.00387173518857242,0.000144049645099354,0.000148731074200114,4.80010482508483e-05,5.39860899939348e-05,1410.07,1538,9.5996588688192e-05,0.000113393476614339,0.000108747346896142,93004,0.000108747346896142,5.39860899939348e-05,2.49487832226976e-05,0.000113393476614339,9.5996588688192e-05,1415.54,160003
