Friday_of_Week,NFCI,ANFCI,Risk,Credit,Leverage,Nonfinancial_Leverage
10/25/1974,3.13923316549253,2.68039047942837,3.12358610561731,0.916486831257455,1.51862184264666,0.219613879954892
11/01/1974,2.96794338461995,2.37408743727019,2.94594369953164,0.92486447174357,1.40996368121661,0.208933325940414
11/08/1974,2.82342697444817,2.15061027016452,2.79521554755049,0.920984654295751,1.30282988169012,0.199509426220913
11/15/1974,2.70976961168143,2.02889659788237,2.67588756389088,0.905321155611013,1.19731720804901,0.19125850065033
11/22/1974,2.62267416969168,1.99898619808861,2.58405500181123,0.878090634501625,1.09343796529669,0.184051818788709
11/29/1974,2.55599720858428,2.03700934536554,2.51416082953709,0.839825502195598,0.991054055350646,0.177716469117086
12/06/1974,2.49825930707143,2.10446050644086,2.45531641987632,0.790828902138824,0.889965543236527,0.172036452491848
12/13/1974,2.43837775152431,2.16350922630946,2.39690788410995,0.731215651597013,0.789914319203156,0.166744550420079
12/20/1974,2.36732832215524,2.18404992100018,2.33035123182357,0.660787646237877,0.690655501217704,0.161516289393328
12/27/1974,2.27515153891257,2.1378187574303,2.24586931907635,0.579277180527234,0.592056153355399,0.155982438909512
01/03/1975,2.15768701629246,2.01408708611326,2.13908782500069,0.486611279267316,0.494108695835783,0.149741620785625
01/10/1975,2.01346693237437,1.81336378484279,2.00800759000497,0.382806070864844,0.396946697612814,0.142339414133098
01/17/1975,1.84780929535991,1.55430788542125,1.8572751598756,0.268413451052507,0.300648591210302,0.133387252811005
01/24/1975,1.66900021174906,1.26678918607537,1.6944318695771,0.144280187271822,0.205356129170902,0.12253160705971
01/31/1975,1.4868699488187,0.982935777240285,1.52907283362781,0.0117263186369511,0.111101094418757,0.109486430256873
02/07/1975,1.31014151403578,0.727426370965619,1.36948730218914,-0.127531584202921,0.0178614243414979,0.0940510066532859
02/14/1975,1.14620662186032,0.516462468454016,1.2239751434502,-0.271827452009474,-0.0744112085000274,0.0761033678710422
02/21/1975,0.996705579100062,0.347664913812877,1.09447716645263,-0.419197452251463,-0.165680271106604,0.0555909702621184
02/28/1975,0.861961129946971,0.211494498030877,0.981822466998816,-0.567592811507712,-0.255903312089902,0.03253183246552
03/07/1975,0.741064955222214,0.099467863741153,0.884916047481973,-0.714834859773767,-0.344894302606337,0.0070155182790752
03/14/1975,0.632616294538753,0.005309344533168,0.801735799589255,-0.858759524330373,-0.43244627123593,-0.0207883265273514
03/21/1975,0.53479842503043,-0.0728664727407636,0.729289625807782,-0.99727164981074,-0.518274937074792,-0.0506268953447145
03/28/1975,0.444811443131678,-0.136530549961578,0.663223885116987,-1.12851455077754,-0.60201509766267,-0.0821806318082406
04/04/1975,0.35947457112968,-0.18912954533304,0.59882975124185,-1.25095689964721,-0.683258082418345,-0.115111270735884
04/11/1975,0.276056940691201,-0.238226226719674,0.531935725910096,-1.36368268698138,-0.761528542550902,-0.149026978321695
04/18/1975,0.192462517494286,-0.292371637820602,0.459568589238625,-1.46610871574317,-0.836355107201289,-0.183592563870177
04/25/1975,0.107432390053616,-0.35914576683153,0.380146601395638,-1.55815214344303,-0.907270107665229,-0.218511093416558
05/02/1975,0.0228253653690061,-0.436938924065545,0.295765368873752,-1.63975095486621,-0.973867545887574,-0.2535318114683
05/09/1975,-0.0594738573956036,-0.521768058163521,0.209112828633691,-1.71154060821852,-1.0358308405602,-0.28845425877876
05/16/1975,-0.13647864750321,-0.602428928383549,0.124766930558057,-1.77398073013882,-1.0929226145967,-0.323123094353796
05/23/1975,-0.20683236224664,-0.671526485591577,0.0455445979130264,-1.827979792473,-1.14500121674748,-0.357420161735578
05/30/1975,-0.267365865418824,-0.720099827709701,-0.0236936661301628,-1.87465150833542,-1.19202158139997,-0.391260605303984
06/06/1975,-0.317317891073977,-0.747014454369546,-0.080893128548604,-1.91518965208328,-1.23399995600443,-0.424586823067406
06/13/1975,-0.356524440487714,-0.756090756732801,-0.124911084770351,-1.95083918570779,-1.27110855607349,-0.457359138405738
06/20/1975,-0.385947538966543,-0.754468827021121,-0.156218021799587,-1.98279406360045,-1.30362507510938,-0.489548230734234
06/27/1975,-0.406736087482835,-0.748142341120393,-0.17618929456129,-2.01196053500642,-1.33191347529598,-0.521121757020735
07/04/1975,-0.420691121888297,-0.743404317512087,-0.1871335568358,-2.0389942744327,-1.3564704030758,-0.552049831470251
07/11/1975,-0.429624443629237,-0.745714673691641,-0.19173298832587,-2.06441940740714,-1.37790666833179,-0.582286841978541
07/18/1975,-0.434864484431695,-0.756887767648321,-0.192178315510971,-2.08827549079689,-1.39684582488198,-0.611817587662019
07/25/1975,-0.435580400790689,-0.774137690140579,-0.188573014936918,-2.1102103028849,-1.41397378791195,-0.640632597137912
08/01/1975,-0.430964964519442,-0.793519342877716,-0.180824281585321,-2.12925664545479,-1.42999835756673,-0.668743729395131
08/08/1975,-0.419503373399817,-0.808832412609582,-0.167863380235894,-2.14465673412878,-1.44561015915529,-0.69617621541712
08/15/1975,-0.400482165762591,-0.813213644816368,-0.149202747111077,-2.15470878014511,-1.46151368717204,-0.722958748922587
08/22/1975,-0.373122597835575,-0.80087229042485,-0.124064826985258,-2.15852636789927,-1.47830324441556,-0.749114552724915
08/29/1975,-0.337420457542567,-0.768249243939084,-0.0922686801364915,-2.15540944396372,-1.49644046578625,-0.774654616956861
09/05/1975,-0.294996984295908,-0.717319927073443,-0.0551156153314243,-2.14531501411145,-1.51626482824363,-0.799573058717607
09/12/1975,-0.247584847225719,-0.652595353420698,-0.0139449532582826,-2.12887977953682,-1.53792188674154,-0.823842992936949
09/19/1975,-0.197751750651857,-0.581766483036601,0.0289360913097385,-2.10725749337095,-1.56139577748305,-0.847412622925095
09/26/1975,-0.149150392059816,-0.514933690162044,0.0701221481035813,-2.08207177828879,-1.5865848073869,-0.870202493935103
10/03/1975,-0.104252353184564,-0.458591863616048,0.107443376644611,-2.05531356245786,-1.61333330760943,-0.892117407670694
10/10/1975,-0.0667676674319825,-0.417501379162511,0.1372971498398,-2.02915932580365,-1.64139590667526,-0.913026088059974
10/17/1975,-0.0380649050658714,-0.390610095115881,0.158571627517869,-2.00549591103773,-1.67057115688274,-0.932819712762781
10/24/1975,-0.0185835676530806,-0.373340373970085,0.170970062077695,-1.98583533397204,-1.70061328000886,-0.951390639450123
10/31/1975,-0.00896813315049156,-0.361811070458105,0.174092211466986,-1.97099212490522,-1.73128198495623,-0.968657374797372
11/07/1975,-0.0104707265684041,-0.355258494356935,0.166720861570911,-1.96120867337982,-1.76235574198198,-0.984568177166554
11/14/1975,-0.0236656009060946,-0.353920071518787,0.148395995134193,-1.95554423124032,-1.79362688928362,-0.999102279152183
11/21/1975,-0.0492405631400094,-0.360311134133803,0.118342172306253,-1.95320315038514,-1.8249384126228,-1.01226584137139
11/28/1975,-0.0881004168176866,-0.378623850603363,0.0755356675896998,-1.95299427645089,-1.85618519277143,-1.02409024165812
12/05/1975,-0.139986925301521,-0.411876234368465,0.0203042713864501,-1.95411845617678,-1.88731747912955,-1.03463099615748
12/12/1975,-0.203230708323747,-0.461539850091077,-0.0455308918425421,-1.95616612992655,-1.91828991258134,-1.04396827401678
12/19/1975,-0.274935771006425,-0.526782037356045,-0.118895300073226,-1.9591251195633,-1.94898000775339,-1.05220828706866
12/26/1975,-0.352145386291776,-0.607413054940328,-0.196467362984243,-1.96343912920883,-1.97920639196657,-1.05947831223268
01/02/1976,-0.431283980630582,-0.700739821644672,-0.274549404297931,-1.96972295357935,-2.00864362452155,-1.0659213190563
01/09/1976,-0.508483218808102,-0.801423095705251,-0.34931954854541,-1.97853227816805,-2.03691097552855,-1.07168399424444
01/16/1976,-0.579767809780562,-0.901432775683399,-0.417264698755195,-1.99026176325171,-2.06353924152265,-1.07692760197522
